Id,SalePrice
1461,116614.63736879078
1462,159099.83023427436
1463,181088.4695432423
1464,198602.76113034083
1465,184380.6550729595
1466,169321.61815528973
1467,171793.27903819247
1468,163091.4814860536
1469,185716.396274516
1470,119773.23434765943
1471,191516.33266885817
1472,98314.71576988744
1473,99159.4923588807
1474,147460.95824838028
1475,115397.09594784399
1476,358857.1936469156
1477,245901.64484198048
1478,285408.4868468119
1479,277963.2571593814
1480,524033.84281442803
1481,330971.3806194607
1482,209727.74104225182
1483,175275.63415758702
1484,169446.06488771708
1485,186976.06386119517
1486,195650.30494007425
1487,324596.63926217356
1488,229417.27835133395
1489,193529.57544365746
1490,239479.03382063168
1491,189624.05596016732
1492,90383.27388345379
1493,180756.79374630863
1494,270989.0658907696
1495,274205.8026283825
1496,236186.8174223874
1497,168466.54745982023
1498,169270.4054143643
1499,157890.35526311328
1500,155525.69500030257
1501,180147.4188509474
1502,153576.41191594533
1503,285080.67768810596
1504,242815.47408194246
1505,226104.5671229244
1506,197287.81165842048
1507,252613.59730829837
1508,201773.1776575972
1509,157706.95929990488
1510,146472.46115317062
1511,156184.21755437137
1512,176614.70584219837
1513,142712.64970660288
1514,156098.47627953638
1515,199376.71606536585
1516,151930.2454853095
1517,168205.13249013748
1518,125764.73563044076
1519,218868.41649182327
1520,130257.75890023852
1521,130803.0151210298
1522,177146.1162097653
1523,108917.40193220373
1524,119306.33078839089
1525,123937.26120712701
1526,107919.74156078757
1527,105965.12999664305
1528,136523.4278955834
1529,148500.1524035643
1530,193774.6124851027
1531,121104.2667803864
1532,93828.04820498788
1533,147690.20104944753
1534,112500.33699621819
1535,144486.77532554464
1536,110975.01121456464
1537,67641.16168015315
1538,150953.17852123745
1539,193248.64531896356
1540,93966.29845863137
1541,134217.03481334145
1542,135691.07592663608
1543,188580.2796828833
1544,89439.91435570375
1545,116656.3870503559
1546,133972.120379463
1547,135152.70275629227
1548,129718.70217996344
1549,125746.11159298556
1550,129949.89918391248
1551,109817.3448030606
1552,144474.80585864434
1553,143106.70743273039
1554,116253.73104559652
1555,173570.20239579456
1556,86740.69238799367
1557,101961.46539156864
1558,100734.13865590133
1559,74085.7516151456
1560,128682.5930233315
1561,125375.46666942304
1562,130465.71966749537
1563,124066.57441293244
1564,163698.29217195918
1565,142321.4858909613
1566,235269.10646825258
1567,76131.7963053785
1568,246579.99542534832
1569,126649.99539943806
1570,141653.12763477236
1571,117320.93006692665
1572,146542.52517179755
1573,241050.26824091558
1574,127603.69768983436
1575,244989.0281943989
1576,250829.3886803984
1577,185447.44319760008
1578,140148.96087374832
1579,143295.13044003877
1580,195583.833951017
1581,150341.4156096819
1582,118048.84295016175
1583,317564.9539755081
1584,227670.78063639053
1585,144445.0440416909
1586,73116.31840718407
1587,105410.92917970354
1588,153462.2146639116
1589,97886.72748515129
1590,134468.92266071847
1591,93173.32756913043
1592,115419.77305850587
1593,123948.89724406839
1594,123689.98130387164
1595,105031.21513611694
1596,220246.4996425558
1597,183391.31494943486
1598,208565.40740109375
1599,176393.32976526755
1600,168027.74558747705
1601,69972.86704148026
1602,113731.65103472337
1603,81160.85209898047
1604,255961.11084374995
1605,248569.63109621426
1606,166467.30576566354
1607,173809.81850102986
1608,224579.17819589304
1609,179148.32457400224
1610,142354.7032127178
1611,133699.51983286592
1612,169378.71404417136
1613,167698.12637544028
1614,120377.10022859613
1615,93333.74495551808
1616,79725.04215855763
1617,92744.14240203696
1618,124148.96621490185
1619,139600.1666165383
1620,174961.54263560206
1621,126203.13312713572
1622,139896.3623148189
1623,267044.3661769986
1624,221156.6439213328
1625,117546.13645656152
1626,172922.56736381864
1627,196316.42549158886
1628,281507.931597279
1629,176010.23648277827
1630,364639.77169532195
1631,213768.2100132062
1632,233163.2084610531
1633,171835.11488473945
1634,186350.09456795861
1635,176632.0458296734
1636,147695.9250129022
1637,197103.18438530096
1638,189394.37073162833
1639,181192.06203333236
1640,259227.6685853515
1641,177606.86288836302
1642,233348.96825122932
1643,218284.2751726898
1644,221953.43998568412
1645,220837.96384176405
1646,166600.43725788765
1647,154026.0165712305
1648,123442.87897058818
1649,139017.73571923462
1650,114513.80224691163
1651,118162.07515055436
1652,95827.16779313913
1653,102519.61871474894
1654,141767.47842229914
1655,138316.26500402618
1656,137517.34562117714
1657,143617.0486534202
1658,147763.9378251748
1659,119887.49611151547
1660,148767.3721491794
1661,443703.98117696197
1662,388377.7432086671
1663,389561.3451675984
1664,520401.6651912517
1665,303148.03971683
1666,325562.0876856641
1667,363132.6842051834
1668,341305.66480972065
1669,294186.33986728295
1670,341748.31313333113
1671,272423.23577364226
1672,430628.517773519
1673,297248.9792727386
1674,240583.35179293432
1675,198706.80897595244
1676,196063.65092040185
1677,225229.77188523443
1678,497682.5140816234
1679,402841.88822747115
1680,329067.8361421289
1681,240941.87793739655
1682,305227.2030254261
1683,185368.7251349829
1684,176251.81267765167
1685,174437.4885897428
1686,175656.25870971195
1687,171751.09199253895
1688,190443.2293106299
1689,190405.28878395364
1690,196820.7184397605
1691,187567.7997978659
1692,252566.95301424482
1693,170191.0596224354
1694,178433.71946634626
1695,161652.27741537744
1696,281481.9642393589
1697,169355.80625813833
1698,346106.5542900228
1699,306622.68254701665
1700,248740.44453647413
1701,263493.3683889148
1702,246311.86917729836
1703,253382.2136995659
1704,279143.5812808221
1705,240411.22034755503
1706,420966.5302936416
1707,212086.82200846414
1708,203285.46426715516
1709,276674.01310041983
1710,220358.55900150907
1711,265337.4159968812
1712,266361.28937586903
1713,266457.6704627953
1714,216297.73600332672
1715,199586.5177014006
1716,177334.48082106086
1717,174354.98543734918
1718,125530.00899192969
1719,199979.06202659296
1720,224393.7470734885
1721,154081.91587124657
1722,114548.41968789206
1723,153675.55457936708
1724,203262.61923592776
1725,240533.3029760034
1726,179925.32993262893
1727,148718.37596774226
1728,169110.325975114
1729,160435.14329013354
1730,137354.89690123888
1731,122709.95669926144
1732,131993.21970623717
1733,112433.40467916982
1734,117405.87689375435
1735,132157.4037613472
1736,114276.07226149815
1737,322333.12218385807
1738,234565.67150255333
1739,253610.69349736348
1740,236908.3842786767
1741,204214.59179984225
1742,168129.51595360588
1743,172276.69403185567
1744,311182.9504566966
1745,199375.89552224998
1746,188253.48624518717
1747,226402.65054489998
1748,233960.49769072133
1749,145097.15290331948
1750,125585.2831364727
1751,250154.00230513222
1752,117236.57163496102
1753,144858.57426279792
1754,204002.79305091003
1755,163467.4123816001
1756,140368.1016201504
1757,120141.4548091896
1758,137715.2363835619
1759,159806.61285983538
1760,160332.51594852502
1761,151561.17013355502
1762,167711.33298813365
1763,180660.51592297407
1764,112362.49778654412
1765,160281.90683139817
1766,194967.5759722242
1767,234615.61872846127
1768,141918.4598506928
1769,170648.09085167432
1770,155349.3801458332
1771,117414.68517239451
1772,133899.8014377368
1773,126037.28640794518
1774,146218.59125498135
1775,143643.69752523108
1776,127069.58257317469
1777,106394.35330531688
1778,139471.88993161626
1779,114384.2370094113
1780,174897.0867547978
1781,125087.95630938187
1782,87721.8786813812
1783,140369.61339479202
1784,109070.63054679046
1785,119713.51543891944
1786,173761.34916193504
1787,170945.18323892908
1788,64333.96982688614
1789,96109.79095762096
1790,84113.93729911034
1791,187011.24123336887
1792,152521.9533624863
1793,127652.1028027305
1794,153553.60245732518
1795,133231.40593783956
1796,121997.31650054471
1797,115698.14683551989
1798,113215.35272025548
1799,116095.57956069801
1800,129111.74081209177
1801,122848.92529990622
1802,131867.1847252341
1803,144051.2126851593
1804,141096.55418816264
1805,132004.54771649797
1806,119770.08961056368
1807,125723.33971762963
1808,116727.74324210119
1809,113369.49885402586
1810,136174.99394655236
1811,82272.72310041437
1812,88158.7308802426
1813,118135.60587033027
1814,88176.65508628296
1815,57443.98339357302
1816,100379.24744227895
1817,104745.71402531669
1818,144097.75604289907
1819,129306.79584092942
1820,63912.29755266574
1821,106605.86425098912
1822,143572.35420992953
1823,49824.03869434539
1824,133791.79213094403
1825,135620.2524073711
1826,104360.26551709216
1827,100899.28081649037
1828,128265.47739730211
1829,117225.11335743201
1830,150566.85106525518
1831,140268.02066103797
1832,84853.68639988994
1833,137398.31505798042
1834,119957.77087519979
1835,131644.6567923623
1836,125542.14309796607
1837,97989.20510494144
1838,126351.67747466912
1839,102760.59802409727
1840,147961.87501289917
1841,139567.71905319052
1842,93769.26552467377
1843,131381.6307085271
1844,136611.0589796656
1845,139115.6618892657
1846,149811.94385135287
1847,169977.8922411441
1848,56843.50740588507
1849,101832.81894581401
1850,118627.53619827256
1851,151040.17394880415
1852,127420.37201097
1853,129880.14981801416
1854,162407.48821602436
1855,145321.6958337581
1856,222198.54691578273
1857,141912.6992143474
1858,126040.59127318798
1859,109103.83709382039
1860,147650.4761296846
1861,109380.13683451775
1862,304516.12022493256
1863,292914.0274416342
1864,292940.69466688076
1865,346136.55561028415
1866,332742.6413192705
1867,233461.42093667522
1868,302222.47326212726
1869,205191.10512598773
1870,233921.1051127843
1871,245270.35456205616
1872,175691.08407286982
1873,242159.01122321244
1874,143954.00300445536
1875,197967.98786223348
1876,194479.7134412088
1877,212189.49117633636
1878,209508.58520361525
1879,129474.33660981237
1880,131626.60883119563
1881,248757.07727969938
1882,249296.65042326305
1883,179212.0388612366
1884,201093.93302226375
1885,238785.55817173107
1886,276823.25412000006
1887,221270.12703227985
1888,269656.44198057643
1889,170399.14056104445
1890,122531.01507315475
1891,126980.38725731458
1892,98121.74250110128
1893,128158.67843013364
1894,127110.46949679486
1895,139339.81215148285
1896,127520.01886017615
1897,118255.82928302235
1898,116833.8446148401
1899,162128.07333093605
1900,147865.80287791352
1901,153957.3200639471
1902,149451.37204256482
1903,221243.53316933848
1904,134728.22666392912
1905,198666.1499745533
1906,133051.6423915195
1907,219533.32176303316
1908,108443.73871078886
1909,135492.20912303225
1910,122495.73820132812
1911,205450.4091107787
1912,307265.4762648899
1913,141435.686909422
1914,69551.81846810976
1915,292015.91844512965
1916,68439.91782761602
1917,250673.0508139397
1918,138394.96716614702
1919,176228.4103479757
1920,153440.72324544872
1921,402296.7519291468
1922,315892.7296543184
1923,237768.8279166292
1924,257022.7032272577
1925,196375.04311018914
1926,379987.37685976
1927,135454.48831470212
1928,152841.43103368458
1929,126686.44562373337
1930,122410.79839505357
1931,134555.66966791247
1932,132437.70044346224
1933,174975.25642702525
1934,183236.07051363194
1935,171045.5738731005
1936,190266.59410975588
1937,178537.35643870407
1938,169883.68567948448
1939,248889.55586673264
1940,179950.2449469463
1941,168100.8783039646
1942,175201.88582387072
1943,215247.80252506468
1944,348538.95604237757
1945,372904.55780693993
1946,142802.6620664357
1947,292304.70049976156
1948,181383.98574338923
1949,249260.65640836634
1950,189023.80970131373
1951,263408.73669630225
1952,220479.58122464007
1953,175309.54254519258
1954,188152.45465343428
1955,132342.21435548944
1956,331244.08565880917
1957,149903.08370867552
1958,288449.9114138055
1959,140771.53499094868
1960,109777.30447869816
1961,116396.94054562297
1962,94024.99877816177
1963,107842.51897452041
