Id,SalePrice
1461,118778.07860800791
1462,159591.51109319337
1463,180999.1206314327
1464,196510.9627829779
1465,187224.0277356251
1466,168006.6534572452
1467,173807.5699474893
1468,162492.99418260844
1469,204621.74745770724
1470,112959.9229447835
1471,201978.65287102407
1472,94645.70542627819
1473,92477.26556854707
1474,151563.93728413607
1475,109276.9585844269
1476,356851.25107734156
1477,237066.90380241882
1478,279016.3028071806
1479,281356.0287438721
1480,472904.8012857733
1481,340439.737945263
1482,214521.51813195014
1483,182783.88942950196
1484,166554.2503145931
1485,196041.27676361948
1486,196223.89904784097
1487,309202.691719122
1488,224991.9674825201
1489,181441.85174579738
1490,237169.69988000445
1491,194480.77581195984
1492,90426.8320114265
1493,180925.22097139148
1494,271965.98869662295
1495,286799.5474009657
1496,230687.1703518893
1497,173890.3254544324
1498,162780.07513862627
1499,160237.3894922011
1500,156333.82408567186
1501,179910.8378334597
1502,154330.04435908212
1503,282343.8967635524
1504,236911.98757769854
1505,220036.4082618578
1506,191836.75626800227
1507,249025.53574463003
1508,202814.94908174034
1509,161278.21376136737
1510,143470.2022557451
1511,150011.8676426175
1512,172648.4193524365
1513,146154.54606333072
1514,149263.8441394939
1515,213223.85408926
1516,165166.63849494333
1517,170805.28124363057
1518,129170.88734940825
1519,209041.55465214126
1520,129380.67403596497
1521,131813.5621753954
1522,188301.46349408885
1523,101534.02986046023
1524,126001.73166622191
1525,122553.14301532572
1526,118255.46979828339
1527,105996.06317985583
1528,135177.45497285403
1529,144128.46040571283
1530,192256.38626994158
1531,124416.43685810454
1532,100694.94491821679
1533,146912.31064416002
1534,121423.7171959967
1535,145782.23307292498
1536,111110.20406263875
1537,61462.716854019374
1538,154285.6933550794
1539,190128.98680576272
1540,100104.8836896318
1541,142993.55247980318
1542,131062.68979277537
1543,194320.33832823506
1544,85824.31805355684
1545,110074.99890236347
1546,130389.91000157704
1547,134610.83333408233
1548,124992.38055830955
1549,113939.46272801801
1550,125380.04721564036
1551,109559.96985835819
1552,131293.66005010027
1553,145446.5047490642
1554,112376.99939113818
1555,173441.75358823637
1556,91329.34714077324
1557,104799.16053517535
1558,97372.73122074932
1559,80084.41723727196
1560,142043.16028515514
1561,116652.9597508175
1562,125108.95058280753
1563,118294.96726396715
1564,156629.16768794178
1565,137148.3957274377
1566,244707.5267559511
1567,74078.98389902223
1568,243050.7811036352
1569,121840.6103849894
1570,144350.37960283784
1571,126298.4671727357
1572,145645.76296339234
1573,254161.24337785513
1574,122705.7013376665
1575,234411.5181090593
1576,252664.22637821088
1577,184492.20377711664
1578,142046.70831775706
1579,144776.85417975739
1580,192029.66173067797
1581,157390.13679962084
1582,120065.36571687106
1583,307806.0739017462
