Id,SalePrice
1461,119792.91057404078
1462,149037.97642150123
1463,179576.7874486082
1464,198532.20663415
1465,178952.16704783757
1466,171154.07028880878
1467,169985.3945732996
1468,169984.82574926148
1469,178454.90338154076
1470,127054.25871479591
1471,188723.13320809195
1472,100188.620808986
1473,97248.29075931158
1474,148548.52778645317
1475,115254.58891685086
1476,348925.9950843137
1477,247866.3593516473
1478,296933.00994457875
1479,279817.8057418487
1480,490222.36298526847
1481,337509.9145124075
1482,213422.44514401336
1483,170559.55888311443
1484,173139.80212014308
1485,192467.97828274767
1486,191817.92264342826
1487,324475.49463715864
1488,223272.70498048686
1489,197630.05342993108
1490,244160.06282142398
1491,192938.0084433657
1492,94280.41714670401
1493,194445.99124721813
1494,266030.9036558804
1495,272699.6363190568
1496,238344.41935289587
1497,171187.95091683356
1498,170368.33203102212
1499,151536.03373544523
1500,157185.72492185674
1501,177211.06764286253
1502,155416.12165760883
1503,294759.39742690837
1504,243029.33601850696
1505,226212.03986894348
1506,195001.34003951517
1507,238759.76733594591
1508,195629.1627716085
1509,154169.31779653262
1510,150682.47533579354
1511,158594.13767129421
1512,172137.90204514505
1513,145406.80604467035
1514,145303.0315574302
1515,191670.39720436573
1516,153072.44077208906
1517,171687.34173326867
1518,125907.14678900214
1519,230261.52827630145
1520,133797.76021046462
1521,128798.97816139452
1522,175902.43898137502
1523,112577.28676396153
1524,114979.78358693939
1525,128244.2075256379
1526,110572.40244218016
1527,101794.43141387045
1528,133302.07482481454
1529,150065.9791799256
1530,194944.43315252435
1531,128621.5502497284
1532,99093.11568570785
1533,142584.26262610572
1534,105904.49117362502
1535,143176.26123086506
1536,107975.46433806904
1537,74100.5949043156
1538,143841.23761723508
1539,183718.93160204554
1540,95093.1279985771
1541,134832.82647466962
1542,127800.7856651666
1543,174543.54510800532
1544,90092.52471917098
1545,123453.81988122771
1546,133784.89626047187
1547,132532.1510601811
1548,132092.0548914429
1549,123744.21208044222
1550,137290.7128886046
1551,115662.72679284305
1552,149608.4063105334
1553,138654.95629826572
1554,116189.21311312
1555,172288.6840814702
1556,94192.16758744056
1557,96681.06764961984
1558,101690.43964034128
1559,67647.04981388403
1560,123494.18905888022
1561,119026.93793375055
1562,137176.46777537174
1563,128359.26497102866
1564,165913.12298755802
1565,143764.02537250298
1566,229839.92706108597
1567,83597.19899499886
1568,259204.63063520892
1569,133745.5593387023
1570,146313.82494763515
1571,115289.04239644823
1572,144504.23638423957
1573,233523.81217966214
1574,129178.88976632124
1575,257162.30137535586
1576,272561.86118873087
1577,202156.00494248918
1578,133687.18859844466
1579,144259.0312742984
1580,198252.17565302382
1581,150918.92528089293
1582,122895.42491048144
1583,318903.01058946387
1584,226679.86288880327
1585,146633.12208752712
1586,76399.14483138984
1587,107534.14940796854
1588,151882.5695363134
1589,103743.01582155735
1590,134640.40917457477
1591,92859.52430832679
1592,115590.78444008663
1593,124313.94587138518
1594,123362.68814753565
1595,108165.58258233938
1596,210392.2543798605
1597,182989.70064912137
1598,202331.94227885417
1599,182954.09688187458
1600,171067.6338535512
